mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
5984-56840-0014_2364-131735-0091_5290-39475-0051_7395-89882-0011,5984.0,F,2364.0,F,5290.0,F,7395.0,F
1224-121064-0020_5304-55856-0045_6637-71405-0008_6686-216563-0003,1224.0,F,5304.0,M,6637.0,F,6686.0,M
6330-66016-0031_4839-15304-0017_1607-134636-0022_4535-279849-0026,6330.0,M,4839.0,F,1607.0,M,4535.0,M
1958-144503-0071_5389-4861-0070_1913-147989-0035_8138-293529-0002,1958.0,M,5389.0,M,1913.0,M,8138.0,M
1487-133273-0102_7117-86732-0040_8118-268287-0005_7932-110056-0011,1487.0,M,7117.0,F,8118.0,F,7932.0,F
6696-68773-0010_1958-144503-0063_4116-13265-0015_6575-67592-0014,6696.0,F,1958.0,M,4116.0,F,6575.0,M
6006-60480-0004_8855-283242-0055_14-208-0043_4839-15304-0001,6006.0,F,8855.0,M,14.0,F,4839.0,F
6308-68358-0025_6167-73972-0001_6574-70753-0031_8138-287657-0037,6308.0,F,6167.0,F,6574.0,M,8138.0,M
815-130105-0047_1290-135762-0048_6574-70753-0034_834-130871-0021,815.0,M,1290.0,F,6574.0,M,834.0,F
2741-159386-0013_7949-39970-0044_561-126319-0022_4257-6397-0059,2741.0,F,7949.0,M,561.0,M,4257.0,M
4592-22178-0032_3717-21493-0034_6694-70837-0008_7837-109174-0034,4592.0,F,3717.0,M,6694.0,M,7837.0,M
7705-101579-0018_559-126296-0050_6574-70753-0038_14-208-0023,7705.0,M,559.0,M,6574.0,M,14.0,F
5909-111961-0025_4133-6541-0052_6696-73295-0022_2204-131732-0089,5909.0,M,4133.0,M,6696.0,F,2204.0,F
6339-65534-0036_3003-12539-0003_1382-130516-0016_1482-140067-0021,6339.0,F,3003.0,F,1382.0,F,1482.0,M
6574-120583-0007_4731-95870-0025_6330-66016-0019_7518-86741-0108,6574.0,M,4731.0,F,6330.0,M,7518.0,M
4356-6506-0010_1806-143948-0004_7647-102250-0061_369-125882-0002,4356.0,F,1806.0,M,7647.0,M,369.0,M
781-127518-0044_2499-156154-0003_3330-172156-0005_4586-19665-0001,781.0,M,2499.0,M,3330.0,F,4586.0,M
81-121543-0069_1050-134121-0014_7090-91801-0003_3493-17615-0044,81.0,M,1050.0,F,7090.0,M,3493.0,F
8605-291172-0015_4290-14526-0059_5093-26496-0015_3157-168062-0001,8605.0,F,4290.0,M,5093.0,F,3157.0,F
9026-282385-0023_816-53638-0025_1283-129808-0008_6294-85684-0031,9026.0,F,816.0,M,1283.0,M,6294.0,M
543-133212-0007_3118-5909-0027_1289-288043-0014_6492-68369-0015,543.0,M,3118.0,M,1289.0,F,6492.0,M
1224-121064-0093_1754-137004-0022_7739-8592-0049_7069-246904-0031,1224.0,F,1754.0,F,7739.0,F,7069.0,M
7752-113336-0041_1121-135824-0036_3790-39761-0006_6865-95959-0037,7752.0,F,1121.0,M,3790.0,F,6865.0,F
4260-176853-0006_7434-75939-0012_7484-39971-0028_288-131218-0036,4260.0,F,7434.0,F,7484.0,M,288.0,F
2517-135227-0033_6499-91098-0006_1422-146123-0000_2494-156014-0003,2517.0,M,6499.0,M,1422.0,F,2494.0,M
3389-130127-0007_4973-44575-0028_3546-9321-0038_3025-12971-0092,3389.0,M,4973.0,M,3546.0,F,3025.0,F
3584-178748-0028_3258-169291-0098_4278-13269-0028_7816-108621-0007,3584.0,F,3258.0,F,4278.0,M,7816.0,F
3738-176683-0008_5618-48831-0036_8163-274549-0068_8573-286306-0053,3738.0,F,5618.0,F,8163.0,F,8573.0,F
6099-67860-0022_6082-56175-0055_4733-6398-0027_7342-254918-0025,6099.0,F,6082.0,F,4733.0,M,7342.0,F
175-123036-0026_5968-61356-0037_5570-73848-0043_480-127525-0002,175.0,F,5968.0,F,5570.0,F,480.0,M
6505-231838-0031_1387-130993-0034_398-130093-0043_4590-18005-0013,6505.0,F,1387.0,M,398.0,M,4590.0,M
6927-86043-0045_7956-245687-0053_4148-134149-0031_2652-157644-0044,6927.0,F,7956.0,M,4148.0,M,2652.0,F
589-139200-0006_1365-134830-0038_6288-63101-0033_1845-145088-0001,589.0,F,1365.0,M,6288.0,F,1845.0,F
2162-164461-0026_806-124221-0008_7434-75939-0066_434-132650-0002,2162.0,M,806.0,M,7434.0,F,434.0,F
6288-63105-0011_1265-135636-0029_6269-66185-0017_1944-159228-0012,6288.0,F,1265.0,M,6269.0,M,1944.0,F
373-130974-0000_5918-46890-0033_1383-130533-0007_7555-101283-0025,373.0,F,5918.0,M,1383.0,M,7555.0,F
8401-280380-0078_4973-24515-0005_7994-258959-0040_3717-21498-0019,8401.0,M,4973.0,M,7994.0,F,3717.0,M
217-122443-0043_718-129597-0011_7994-258959-0033_209-4731-0014,217.0,F,718.0,M,7994.0,F,209.0,F
2929-85685-0014_5918-46890-0112_7515-220980-0001_6388-64974-0054,2929.0,M,5918.0,M,7515.0,F,6388.0,F
207-143321-0037_7416-103126-0069_6458-232057-0117_8006-112593-0036,207.0,M,7416.0,F,6458.0,M,8006.0,M
1933-146437-0040_7188-82904-0030_3228-4691-0003_3380-64298-0012,1933.0,F,7188.0,M,3228.0,F,3380.0,F
7416-103126-0042_5519-39478-0027_5401-39508-0016_1498-140040-0013,7416.0,F,5519.0,M,5401.0,M,1498.0,F
5660-101892-0016_1923-155646-0016_6395-86708-0031_4860-13185-0095,5660.0,F,1923.0,F,6395.0,M,4860.0,M
596-139612-0029_4260-176853-0069_4110-11533-0005_5712-48842-0003,596.0,F,4260.0,F,4110.0,M,5712.0,F
3638-696-0068_1379-130517-0015_3792-176660-0065_1603-140931-0014,3638.0,F,1379.0,M,3792.0,M,1603.0,M
5039-1189-0031_225-131259-0019_8635-295756-0041_6519-69411-0027,5039.0,F,225.0,F,8635.0,M,6519.0,F
5266-41151-0051_8498-287357-0023_7095-88484-0012_8573-286306-0017,5266.0,F,8498.0,M,7095.0,M,8573.0,F
1058-131113-0047_8713-296159-0015_7837-109173-0012_2674-155968-0104,1058.0,M,8713.0,M,7837.0,M,2674.0,M
1460-138290-0014_4926-23311-0039_2815-160188-0085_5448-19208-0016,1460.0,F,4926.0,F,2815.0,M,5448.0,M
7061-88086-0028_3521-7591-0042_3008-164328-0017_7932-278228-0005,7061.0,M,3521.0,M,3008.0,F,7932.0,F
5538-70919-0032_5731-50778-0004_2787-157400-0030_4967-3586-0037,5538.0,F,5731.0,F,2787.0,M,4967.0,F
5656-44577-0051_1061-146197-0007_6788-92420-0003_6286-69422-0040,5656.0,M,1061.0,F,6788.0,F,6286.0,F
492-131887-0022_548-126959-0004_6188-78885-0012_5154-26559-0015,492.0,M,548.0,M,6188.0,F,5154.0,F
7478-98645-0054_7445-94523-0029_1046-133224-0022_4331-57179-0013,7478.0,M,7445.0,F,1046.0,M,4331.0,F
1112-128138-0010_8459-285173-0020_409-124990-0020_6981-70843-0060,1112.0,M,8459.0,M,409.0,M,6981.0,M
7881-105574-0016_3630-11612-0023_548-126961-0023_5093-39749-0005,7881.0,M,3630.0,F,548.0,M,5093.0,F
6993-83607-0054_7732-107517-0004_7720-105168-0007_1448-135894-0070,6993.0,M,7732.0,M,7720.0,M,1448.0,F
3119-163527-0058_408-122806-0072_1473-135657-0107_3728-105398-0041,3119.0,F,408.0,F,1473.0,M,3728.0,F
7802-104391-0027_398-123602-0036_2758-86588-0004_968-122545-0008,7802.0,F,398.0,M,2758.0,F,968.0,F
8687-216570-0046_7909-106369-0002_3258-169291-0086_1961-149739-0030,8687.0,M,7909.0,M,3258.0,F,1961.0,F
8879-300234-0046_711-187466-0042_8347-258283-0034_2517-135229-0034,8879.0,M,711.0,M,8347.0,M,2517.0,M
335-125941-0017_636-128310-0027_7095-88484-0002_7809-108638-0008,335.0,M,636.0,F,7095.0,M,7809.0,M
6701-71404-0031_28-12332-0027_806-123715-0027_6206-14960-0038,6701.0,M,28.0,F,806.0,M,6206.0,F
1958-144503-0070_512-124520-0002_5776-46889-0083_2348-143895-0041,1958.0,M,512.0,M,5776.0,M,2348.0,F
7294-86026-0000_3792-176660-0075_7445-94523-0002_6782-61316-0131,7294.0,F,3792.0,M,7445.0,F,6782.0,F
7335-290365-0076_1740-141148-0016_6518-66470-0009_7484-39971-0005,7335.0,F,1740.0,F,6518.0,F,7484.0,M
5304-109507-0018_1547-130184-0065_2269-88761-0009_1061-142358-0043,5304.0,M,1547.0,F,2269.0,F,1061.0,F
4039-184264-0034_6188-73024-0020_6510-62516-0056_93-123172-0007,4039.0,M,6188.0,F,6510.0,M,93.0,F
6098-57836-0038_549-126410-0041_3361-1150-0013_2562-157263-0035,6098.0,M,549.0,F,3361.0,F,2562.0,M
6371-63713-0105_8771-294523-0005_5810-8674-0016_5570-73847-0030,6371.0,F,8771.0,F,5810.0,M,5570.0,F
5672-88367-0024_2628-153958-0002_8875-293959-0064_7314-77782-0013,5672.0,M,2628.0,M,8875.0,M,7314.0,M
8575-290349-0015_2827-170440-0037_1641-130505-0021_948-132710-0012,8575.0,M,2827.0,M,1641.0,F,948.0,F
3446-176270-0042_1777-142745-0016_4854-24732-0016_4145-34497-0036,3446.0,F,1777.0,M,4854.0,M,4145.0,F
176-122025-0014_666-11243-0069_2628-109663-0004_3869-699-0005,176.0,M,666.0,F,2628.0,M,3869.0,M
6167-73972-0010_666-11243-0080_7730-304535-0053_5746-48361-0040,6167.0,F,666.0,F,7730.0,F,5746.0,M
820-123135-0008_7538-100043-0000_3157-168062-0026_6895-92806-0040,820.0,M,7538.0,M,3157.0,F,6895.0,F
4733-6398-0000_5190-87791-0048_2294-161707-0032_70-121130-0036,4733.0,M,5190.0,M,2294.0,M,70.0,M
1779-142733-0070_93-126209-0032_5448-19208-0080_6269-66176-0031,1779.0,F,93.0,F,5448.0,M,6269.0,M
7384-84010-0057_5809-51162-0018_1638-84448-0015_511-131226-0048,7384.0,F,5809.0,F,1638.0,M,511.0,M
8459-292347-0008_1283-136983-0018_3945-890-0004_7717-105405-0008,8459.0,M,1283.0,M,3945.0,M,7717.0,F
1777-142745-0032_4839-15307-0016_1027-125140-0064_2204-131732-0102,1777.0,M,4839.0,F,1027.0,M,2204.0,F
1175-126220-0026_7342-254918-0067_3835-178028-0005_666-11243-0041,1175.0,M,7342.0,F,3835.0,M,666.0,F
8266-258263-0024_5914-52088-0027_6538-81858-0021_3551-7884-0016,8266.0,M,5914.0,M,6538.0,M,3551.0,F
7294-86026-0065_1313-135020-0037_159-121902-0023_7126-59175-0020,7294.0,F,1313.0,M,159.0,M,7126.0,M
8138-293529-0008_5448-19208-0020_8824-279153-0007_6395-84349-0021,8138.0,M,5448.0,M,8824.0,M,6395.0,M
2562-157263-0029_6308-68359-0030_1913-147989-0005_1212-14653-0004,2562.0,M,6308.0,F,1913.0,M,1212.0,F
6694-70837-0098_7704-106974-0020_7520-258986-0001_4495-18533-0037,6694.0,M,7704.0,M,7520.0,M,4495.0,M
4108-12546-0015_2589-22581-0000_3927-6557-0032_1705-142318-0043,4108.0,M,2589.0,M,3927.0,M,1705.0,F
1289-288044-0051_8183-282977-0013_2137-155944-0000_829-123191-0044,1289.0,F,8183.0,F,2137.0,M,829.0,F
8490-284268-0021_830-130728-0002_4433-16802-0014_2494-156018-0001,8490.0,M,830.0,F,4433.0,M,2494.0,M
2319-138656-0031_8195-117382-0077_6371-63713-0099_6215-68888-0024,2319.0,M,8195.0,M,6371.0,F,6215.0,F
4148-134149-0017_4057-183239-0018_4358-44937-0046_2204-131732-0024,4148.0,M,4057.0,F,4358.0,M,2204.0,F
3905-172165-0059_7938-110127-0004_1482-140071-0021_1093-132891-0076,3905.0,F,7938.0,M,1482.0,M,1093.0,F
7783-107486-0000_4629-19366-0048_3119-163519-0012_5133-80690-0031,7783.0,F,4629.0,M,3119.0,F,5133.0,F
1509-145742-0010_119-129514-0004_1460-138290-0030_549-126410-0065,1509.0,F,119.0,M,1460.0,F,549.0,F
7732-107520-0023_953-130625-0089_2589-22581-0016_7809-108638-0066,7732.0,M,953.0,M,2589.0,M,7809.0,M
2285-124595-0016_7553-101289-0046_1226-141268-0029_8490-284269-0012,2285.0,M,7553.0,M,1226.0,M,8490.0,M
2137-155944-0020_954-130627-0062_8066-114256-0000_637-127597-0023,2137.0,M,954.0,M,8066.0,M,637.0,M
549-126410-0054_8534-216564-0029_7933-113273-0012_4957-36386-0020,549.0,F,8534.0,M,7933.0,F,4957.0,F
5189-56574-0010_4973-24516-0006_1290-135762-0088_6269-66184-0018,5189.0,M,4973.0,M,1290.0,F,6269.0,M
8575-290350-0014_1058-131113-0027_2093-143271-0006_3521-175962-0006,8575.0,M,1058.0,M,2093.0,M,3521.0,M
3370-756-0019_2201-160438-0005_8619-291381-0010_329-862-0069,3370.0,M,2201.0,M,8619.0,M,329.0,M
2269-147627-0013_3070-166423-0000_3781-156977-0012_2823-160953-0029,2269.0,F,3070.0,M,3781.0,F,2823.0,M
5190-87791-0017_1323-138548-0005_5154-6174-0023_7095-88483-0000,5190.0,M,1323.0,M,5154.0,F,7095.0,M
3889-130125-0007_7833-102239-0035_303-123506-0004_122-129752-0006,3889.0,F,7833.0,M,303.0,M,122.0,M
3889-9914-0023_1283-129808-0050_8097-108005-0061_3835-178030-0010,3889.0,F,1283.0,M,8097.0,F,3835.0,M
5809-58763-0004_6388-64974-0037_6157-40556-0012_3171-68344-0010,5809.0,F,6388.0,F,6157.0,M,3171.0,M
2427-154736-0003_5583-38026-0001_8791-291101-0095_667-105002-0002,2427.0,M,5583.0,F,8791.0,M,667.0,F
2882-147159-0056_1387-134991-0010_5809-58763-0020_6119-48032-0057,2882.0,F,1387.0,M,5809.0,F,6119.0,M
2204-131732-0038_3521-175962-0023_2769-176256-0006_6494-60774-0031,2204.0,F,3521.0,M,2769.0,M,6494.0,M
8028-233366-0021_6371-63713-0091_4856-20410-0011_3379-132592-0063,8028.0,M,6371.0,F,4856.0,M,3379.0,F
8075-279233-0034_7434-75939-0022_1460-138289-0038_2010-147045-0010,8075.0,F,7434.0,F,1460.0,F,2010.0,F
3852-175448-0090_1001-134707-0065_6510-62558-0002_2498-134816-0022,3852.0,F,1001.0,M,6510.0,M,2498.0,F
3645-186230-0019_7484-39971-0087_4719-25765-0044_2201-151776-0031,3645.0,F,7484.0,M,4719.0,M,2201.0,M
8494-244443-0021_1046-133225-0003_6308-68358-0011_2598-4662-0012,8494.0,M,1046.0,M,6308.0,F,2598.0,F
205-157088-0025_5635-58137-0021_5746-48362-0028_1445-139387-0005,205.0,F,5635.0,M,5746.0,M,1445.0,M
154-293987-0028_7395-89882-0008_3540-163612-0050_4098-11547-0042,154.0,M,7395.0,F,3540.0,M,4098.0,F
4110-11528-0003_1445-139397-0025_1851-148962-0019_6373-65772-0104,4110.0,M,1445.0,M,1851.0,F,6373.0,F
2517-135227-0040_4846-18524-0020_7518-86741-0016_1027-125140-0054,2517.0,M,4846.0,F,7518.0,M,1027.0,M
1417-1536-0033_4010-10822-0022_7481-101276-0052_6317-54487-0017,1417.0,F,4010.0,M,7481.0,F,6317.0,F
249-121331-0001_1607-149245-0041_380-129064-0055_38-121024-0032,249.0,M,1607.0,M,380.0,F,38.0,M
4967-28868-0030_2056-143893-0026_512-124549-0013_205-159056-0005,4967.0,F,2056.0,F,512.0,M,205.0,F
1283-136983-0041_3686-171134-0052_6388-64974-0094_8388-275212-0058,1283.0,M,3686.0,M,6388.0,F,8388.0,F
731-365-0037_22-121140-0003_6167-282391-0016_2517-135229-0006,731.0,F,22.0,F,6167.0,F,2517.0,M
6865-95969-0037_1296-138074-0009_5386-8684-0032_16-122828-0041,6865.0,F,1296.0,F,5386.0,M,16.0,F
3927-6557-0059_8575-290349-0018_6373-65772-0084_3180-138043-0099,3927.0,M,8575.0,M,6373.0,F,3180.0,M
1054-143005-0099_8459-285173-0048_7957-39967-0067_8006-112593-0003,1054.0,F,8459.0,M,7957.0,M,8006.0,M
1974-139741-0073_2999-156967-0000_3114-170977-0020_1212-75242-0032,1974.0,F,2999.0,M,3114.0,M,1212.0,F
1413-121799-0100_4899-32658-0032_8725-294554-0027_1639-133290-0057,1413.0,M,4899.0,F,8725.0,M,1639.0,M
1536-137608-0016_5583-41259-0013_55-121068-0013_4138-11079-0085,1536.0,M,5583.0,F,55.0,M,4138.0,F
6300-39660-0038_7120-118112-0018_3864-185126-0010_5063-32451-0033,6300.0,F,7120.0,F,3864.0,M,5063.0,F
820-123135-0049_4731-95875-0022_6694-70837-0094_8494-244443-0018,820.0,M,4731.0,F,6694.0,M,8494.0,M
7314-93277-0030_4800-73728-0039_5206-19376-0014_3215-5757-0011,7314.0,M,4800.0,F,5206.0,M,3215.0,F
6082-56175-0023_2785-154284-0032_3792-176660-0019_7525-101265-0016,6082.0,F,2785.0,F,3792.0,M,7525.0,F
3224-168199-0007_1182-133396-0028_1422-149735-0011_1607-134636-0033,3224.0,F,1182.0,M,1422.0,F,1607.0,M
7525-101265-0048_2401-144485-0052_4257-6397-0101_2397-162253-0023,7525.0,F,2401.0,F,4257.0,M,2397.0,M
7000-83696-0045_2060-150843-0025_4590-18004-0015_30-4445-0028,7000.0,M,2060.0,F,4590.0,M,30.0,F
6099-67860-0027_6352-88007-0013_8163-274549-0043_5400-3587-0013,6099.0,F,6352.0,F,8163.0,F,5400.0,F
2960-155151-0050_4116-13265-0019_5984-63095-0027_23-124439-0080,2960.0,M,4116.0,F,5984.0,F,23.0,F
5672-75791-0029_6388-64974-0073_7437-99249-0011_3228-4691-0023,5672.0,M,6388.0,F,7437.0,M,3228.0,F
3852-175448-0024_1401-14358-0012_227-129974-0013_984-137154-0020,3852.0,F,1401.0,F,227.0,F,984.0,M
3340-169293-0040_7926-254948-0048_3792-176660-0017_4110-11528-0026,3340.0,M,7926.0,M,3792.0,M,4110.0,M
6782-61316-0080_5062-294700-0039_501-125127-0004_6038-56778-0004,6782.0,F,5062.0,F,501.0,M,6038.0,F
5635-58137-0004_3852-175448-0068_4535-279852-0017_4770-25951-0042,5635.0,M,3852.0,F,4535.0,M,4770.0,F
8545-273050-0034_5876-8675-0063_1417-1539-0034_4848-29108-0005,8545.0,F,5876.0,F,1417.0,F,4848.0,M
7139-88748-0002_2971-4275-0050_8011-111754-0029_6895-92805-0004,7139.0,M,2971.0,M,8011.0,M,6895.0,F
6167-73973-0011_2531-156724-0020_3923-174992-0038_224-129790-0047,6167.0,F,2531.0,M,3923.0,M,224.0,F
1448-135894-0096_64-76973-0000_8006-112592-0003_7134-67233-0015,1448.0,F,64.0,F,8006.0,M,7134.0,M
4331-57179-0029_7754-105383-0013_5604-26956-0033_2769-176256-0034,4331.0,F,7754.0,F,5604.0,F,2769.0,M
3493-17615-0032_1226-141270-0004_3094-136458-0031_8222-274380-0009,3493.0,F,1226.0,M,3094.0,F,8222.0,M
1769-143485-0023_4044-9010-0024_1448-135894-0045_79-121541-0021,1769.0,M,4044.0,F,1448.0,F,79.0,F
1335-163935-0032_487-129440-0036_593-126928-0038_699-132882-0024,1335.0,F,487.0,M,593.0,M,699.0,F
2673-156474-0004_1061-142358-0048_7030-64588-0045_23-124439-0029,2673.0,M,1061.0,F,7030.0,M,23.0,F
2674-155968-0023_22-121148-0022_6553-86683-0027_6098-57837-0053,2674.0,M,22.0,F,6553.0,M,6098.0,M
5968-55202-0008_6574-70756-0030_7134-67233-0070_4290-14526-0026,5968.0,F,6574.0,M,7134.0,M,4290.0,M
8113-301694-0021_1343-139681-0010_4595-45217-0003_899-126232-0009,8113.0,F,1343.0,F,4595.0,M,899.0,M
4519-6171-0002_957-130588-0042_227-126539-0014_8410-278220-0048,4519.0,F,957.0,M,227.0,F,8410.0,F
1827-143625-0042_835-130876-0015_4681-13056-0012_3448-5416-0043,1827.0,M,835.0,M,4681.0,M,3448.0,M
3615-14674-0011_5712-48848-0007_8057-284428-0031_4335-15082-0028,3615.0,F,5712.0,F,8057.0,F,4335.0,M
2823-160949-0004_5092-28465-0068_472-129983-0015_6157-40556-0079,2823.0,M,5092.0,M,472.0,F,6157.0,M
8404-282926-0094_834-130871-0026_1027-125140-0067_5246-30101-0001,8404.0,F,834.0,F,1027.0,M,5246.0,M
7991-102381-0093_4731-58193-0018_1571-138486-0026_6082-56175-0035,7991.0,M,4731.0,F,1571.0,M,6082.0,F
1349-135892-0008_7717-105405-0048_4226-185488-0001_1639-132848-0005,1349.0,M,7717.0,F,4226.0,M,1639.0,M
783-126739-0067_830-130727-0005_7994-258959-0003_8222-274380-0030,783.0,F,830.0,F,7994.0,F,8222.0,M
589-139200-0023_6788-96241-0012_7061-85635-0015_7717-105405-0015,589.0,F,6788.0,F,7061.0,M,7717.0,F
1987-144135-0108_8057-296395-0011_5261-19373-0064_4860-13185-0044,1987.0,M,8057.0,F,5261.0,M,4860.0,M
126-122467-0033_6637-69607-0065_4495-18533-0009_454-134728-0059,126.0,F,6637.0,F,4495.0,M,454.0,M
8225-274374-0022_5190-87791-0040_6308-68359-0017_1422-149735-0025,8225.0,M,5190.0,M,6308.0,F,1422.0,F
6037-59239-0015_724-123284-0001_98-199-0033_3294-167597-0013,6037.0,M,724.0,M,98.0,F,3294.0,F
5002-72876-0023_4592-22179-0020_589-139200-0015_953-130625-0090,5002.0,M,4592.0,F,589.0,F,953.0,M
6788-92420-0028_2272-152282-0005_2110-161101-0015_4238-12538-0050,6788.0,F,2272.0,M,2110.0,M,4238.0,F
7766-109658-0022_5883-59268-0061_2473-155521-0008_7949-39970-0060,7766.0,F,5883.0,M,2473.0,M,7949.0,M
2992-164101-0030_830-130728-0025_1018-133447-0029_829-123192-0056,2992.0,M,830.0,F,1018.0,M,829.0,F
711-187466-0041_4111-184447-0006_6120-14976-0011_8545-287671-0026,711.0,M,4111.0,F,6120.0,F,8545.0,F
4427-41933-0015_2162-185436-0026_4331-88349-0011_1547-130184-0084,4427.0,F,2162.0,M,4331.0,F,1547.0,F
8266-258263-0031_1885-136863-0067_408-122806-0045_2929-85685-0010,8266.0,M,1885.0,F,408.0,F,2929.0,M
3790-39761-0005_14-208-0010_6308-68359-0013_3493-17615-0013,3790.0,F,14.0,F,6308.0,F,3493.0,F
1226-141270-0024_2039-141208-0050_2127-138047-0080_3922-715-0027,1226.0,M,2039.0,M,2127.0,M,3922.0,F
112-121671-0002_8075-279233-0011_5618-48831-0032_8228-232690-0001,112.0,F,8075.0,F,5618.0,F,8228.0,F
1607-150715-0021_5660-101892-0008_2053-138901-0051_664-129011-0102,1607.0,M,5660.0,F,2053.0,F,664.0,F
1001-134708-0022_511-131228-0073_6060-106611-0003_5809-51163-0012,1001.0,M,511.0,M,6060.0,M,5809.0,F
3866-9919-0016_5727-47030-0057_1031-133220-0077_1093-132891-0113,3866.0,M,5727.0,M,1031.0,F,1093.0,F
3307-145145-0018_3092-39501-0021_5319-42637-0007_4260-176854-0047,3307.0,M,3092.0,F,5319.0,M,4260.0,F
8498-287357-0014_3876-174953-0019_3852-175448-0003_1413-121799-0114,8498.0,M,3876.0,F,3852.0,F,1413.0,M
820-123133-0014_2532-163402-0025_8575-290351-0014_510-130103-0032,820.0,M,2532.0,F,8575.0,M,510.0,M
1413-121799-0099_549-126410-0021_836-130900-0055_3228-4687-0015,1413.0,M,549.0,F,836.0,M,3228.0,F
2882-147159-0089_2045-158081-0021_5513-39476-0033_7061-88086-0006,2882.0,F,2045.0,M,5513.0,M,7061.0,M
3967-292604-0018_157-121907-0012_2827-170440-0040_3483-174132-0013,3967.0,F,157.0,M,2827.0,M,3483.0,M
5618-48831-0027_7481-101276-0007_8194-89388-0018_7398-98880-0000,5618.0,F,7481.0,F,8194.0,F,7398.0,F
6701-71404-0008_2775-161226-0023_114-129324-0003_8183-118128-0034,6701.0,M,2775.0,F,114.0,F,8183.0,F
4837-285896-0016_1417-1539-0008_1958-144503-0076_93-126209-0006,4837.0,F,1417.0,F,1958.0,M,93.0,F
510-130103-0034_5115-26947-0042_5333-5097-0005_8879-300343-0011,510.0,M,5115.0,F,5333.0,M,8879.0,M
7383-95441-0028_2285-124595-0022_7316-10642-0055_6119-48032-0000,7383.0,F,2285.0,M,7316.0,F,6119.0,M
510-130103-0043_3905-172165-0026_2319-138631-0035_4138-11079-0038,510.0,M,3905.0,F,2319.0,M,4138.0,F
7881-110131-0007_5401-39508-0018_8195-117382-0010_5154-26559-0016,7881.0,M,5401.0,M,8195.0,M,5154.0,F
3221-138045-0002_882-123268-0016_8786-276749-0016_5724-13364-0082,3221.0,M,882.0,F,8786.0,M,5724.0,F
7945-112012-0000_7134-67200-0006_6686-216563-0045_3615-14674-0018,7945.0,F,7134.0,M,6686.0,M,3615.0,F
6763-74797-0027_1289-288044-0006_258-121528-0003_8183-118119-0014,6763.0,F,1289.0,F,258.0,M,8183.0,F
2573-178449-0017_5389-4861-0061_2531-156718-0023_7967-117095-0017,2573.0,F,5389.0,M,2531.0,M,7967.0,F
3490-177627-0034_1639-132848-0051_4427-20023-0012_1974-139741-0010,3490.0,M,1639.0,M,4427.0,F,1974.0,F
1448-135894-0059_1509-145699-0021_8228-232690-0005_7069-246904-0000,1448.0,F,1509.0,F,8228.0,F,7069.0,M
7956-245687-0033_1383-130489-0023_1734-142311-0080_925-8140-0000,7956.0,M,1383.0,M,1734.0,F,925.0,F
5157-47238-0007_8527-281131-0017_339-132717-0060_707-138866-0013,5157.0,M,8527.0,M,339.0,F,707.0,M
154-124003-0001_176-122025-0013_5724-13364-0005_8742-245707-0045,154.0,M,176.0,M,5724.0,F,8742.0,M
6643-67857-0016_8772-295710-0055_22-121148-0054_8300-275127-0028,6643.0,F,8772.0,M,22.0,F,8300.0,F
8118-114476-0019_882-123267-0035_3482-170453-0011_2056-143893-0048,8118.0,F,882.0,F,3482.0,F,2056.0,F
2823-160964-0031_1195-135814-0001_8228-232690-0026_8742-245708-0052,2823.0,M,1195.0,F,8228.0,F,8742.0,M
3114-170976-0003_7720-105167-0052_7959-109176-0035_8742-245708-0048,3114.0,M,7720.0,M,7959.0,F,8742.0,M
6673-72311-0070_7061-88086-0017_7276-92427-0039_7730-304535-0039,6673.0,F,7061.0,M,7276.0,F,7730.0,F
7247-77778-0005_8388-278289-0016_1724-395-0058_8421-283462-0059,7247.0,M,8388.0,F,1724.0,F,8421.0,F
7569-102240-0013_8786-276735-0023_2004-147981-0002_3615-14677-0030,7569.0,M,8786.0,M,2004.0,F,3615.0,F
834-130870-0034_534-127537-0019_7314-93277-0031_850-131004-0003,834.0,F,534.0,F,7314.0,M,850.0,M
6038-56777-0063_8008-271812-0008_359-128761-0026_2285-163380-0029,6038.0,F,8008.0,M,359.0,M,2285.0,M
8176-115046-0009_3082-165428-0042_4586-19665-0010_6643-67858-0035,8176.0,M,3082.0,M,4586.0,M,6643.0,F
5290-39475-0015_1607-150715-0017_1603-140931-0009_3379-132601-0044,5290.0,F,1607.0,M,1603.0,M,3379.0,F
2269-165387-0014_3703-73732-0028_3092-39501-0094_2812-160187-0012,2269.0,F,3703.0,F,3092.0,F,2812.0,M
949-134657-0022_1264-129805-0014_5333-37092-0007_6865-95959-0017,949.0,M,1264.0,M,5333.0,M,6865.0,F
1316-132782-0054_93-123172-0011_2638-10172-0103_3046-148993-0022,1316.0,M,93.0,F,2638.0,F,3046.0,F
7030-64588-0001_166-122789-0043_6828-64738-0049_1509-145699-0004,7030.0,M,166.0,F,6828.0,F,1509.0,F
1387-130993-0019_6288-63105-0022_6492-68353-0007_7240-92202-0033,1387.0,M,6288.0,F,6492.0,M,7240.0,F
1289-288043-0007_2577-157236-0112_8875-293959-0069_816-2301-0043,1289.0,F,2577.0,F,8875.0,M,816.0,M
